 0.6786, 0.6919, 0.6852, 0.4238, 0.6746, 0.1985, 0.1832, 0.1606, 0.2301 
 0.6823, 0.6931, 0.6877, 0.4297, 0.6789, 0.1957, 0.1887, 0.1570, 0.2225 
 0.6812, 0.6829, 0.6820, 0.4201, 0.6747, 0.1965, 0.1865, 0.1619, 0.2246 
 0.6789, 0.6847, 0.6818, 0.4311, 0.6752, 0.1974, 0.1778, 0.1591, 0.2257 
 0.6872, 0.6746, 0.6808, 0.4142, 0.6737, 0.1950, 0.1897, 0.1641, 0.2345 
 0.6870, 0.6801, 0.6835, 0.4379, 0.6788, 0.1930, 0.1930, 0.1618, 0.2290 
 0.6911, 0.6719, 0.6814, 0.4321, 0.6758, 0.1929, 0.1887, 0.1596, 0.2257 
 0.6927, 0.6657, 0.6789, 0.4170, 0.6717, 0.1946, 0.1963, 0.1566, 0.2268 
 0.6883, 0.6743, 0.6812, 0.4368, 0.6768, 0.1934, 0.1887, 0.1610, 0.2334 
 0.6689, 0.7003, 0.6842, 0.4379, 0.6763, 0.2000, 0.1799, 0.1605, 0.2301 
 0.6927, 0.6728, 0.6826, 0.4296, 0.6787, 0.1912, 0.2050, 0.1614, 0.2323 
 0.6859, 0.6743, 0.6800, 0.4225, 0.6729, 0.1957, 0.1865, 0.1607, 0.2225 
 0.6923, 0.6740, 0.6830, 0.4206, 0.6785, 0.1915, 0.2094, 0.1596, 0.2301 
 0.6894, 0.6721, 0.6807, 0.4210, 0.6743, 0.1942, 0.2105, 0.1629, 0.2246 
 0.7039, 0.6489, 0.6753, 0.4261, 0.6720, 0.1912, 0.2028, 0.1586, 0.2257 
 0.6944, 0.6632, 0.6785, 0.4128, 0.6739, 0.1919, 0.1952, 0.1576, 0.2290 
 0.6811, 0.6919, 0.6865, 0.4154, 0.6785, 0.1949, 0.1887, 0.1603, 0.2356 
 0.6803, 0.6908, 0.6855, 0.4282, 0.6770, 0.1966, 0.1985, 0.1622, 0.2257 
 0.6758, 0.6929, 0.6842, 0.4359, 0.6771, 0.1981, 0.1887, 0.1584, 0.2356 
 0.6941, 0.6712, 0.6825, 0.4264, 0.6750, 0.1933, 0.2050, 0.1610, 0.2334 

